	Pseudomonas_syringae_1188_1_11471_NZ_RBPG01000002	Pseudomonas_syringae_1845_4123_NZ_LYUP01000021	Pseudomonas_syringae_2507_4122_NZ_LYUO01000008	Pseudomonas_syringae_260-02_11495_NZ_MLFM01000009	Pseudomonas_syringae_2675C_6916_NZ_MLEX01000022	Pseudomonas_syringae_2676C_6925_NZ_MLEY01000018	Pseudomonas_syringae_31R1_5320_NZ_LT629769	Pseudomonas_syringae_44527_20732_NZ_JARNJB010000018	Pseudomonas_syringae_5264_5873_NZ_NBAQ01000017	Pseudomonas_syringae_7928A_6990_NZ_NBAL01000010	Pseudomonas_syringae_BIM_B-268_17583_NZ_CP068034	Pseudomonas_syringae_BRIP34881_444_NZ_KB316543	Pseudomonas_syringae_BRIP39023_442_NZ_KB316296	Pseudomonas_syringae_BRIP65014-c_20724_NZ_JAJISW010000012	Pseudomonas_syringae_BS0292_5537_NZ_FOVV01000019	Pseudomonas_syringae_BS2732_5563_NZ_FOTU01000003	Pseudomonas_syringae_BS2900_5075_NZ_FNPP01000004	Pseudomonas_syringae_BS3827_5522_NZ_FOQB01000010	Pseudomonas_syringae_BS3829_5514_NZ_FOPR01000011	Pseudomonas_syringae_CAS02_17541_NZ_CP032459	Pseudomonas_syringae_CC1557_3076_NZ_CP007014	Pseudomonas_syringae_CC457_20754_NZ_CP127246	Pseudomonas_syringae_CFBP_2116_6934_NZ_LT985192	Pseudomonas_syringae_CFBP_8692_12247_NZ_WJSF01000010	Pseudomonas_syringae_Dortyol_2015_6_17564_NZ_JAEIKC010000017	Pseudomonas_syringae_Dr_447_1_17557_NZ_JAEIKL010000026	Pseudomonas_syringae_Erdemli_3_17569_NZ_JAEIJX010000050	Pseudomonas_syringae_Erdemli_6_17567_NZ_JAEIJZ010000010	Pseudomonas_syringae_Erzin_1_17571_NZ_JAEIJV010000042	Pseudomonas_syringae_Erzin_2_17572_NZ_JAEIJW010000011	Pseudomonas_syringae_ICMP_11293_3802_NZ_LKEP01000002	Pseudomonas_syringae_ICMP_4122_6689_NZ_LKBX01000039	Pseudomonas_syringae_KCTC_12500_26106_NZ_AYTM02000002	Pseudomonas_syringae_KF529_17593_NZ_CP074409	Pseudomonas_syringae_Karpuz_1_hishtil_a_17552_NZ_JAEILI010000040	Pseudomonas_syringae_Kozan_2015_1_17562_NZ_JAEIKF010000024	Pseudomonas_syringae_LMG5095_7342_NZ_CP028490	Pseudomonas_syringae_M11_20731_NZ_JAROCH010000010	Pseudomonas_syringae_MB03_4121_NZ_LAGV01000047	Pseudomonas_syringae_MUP17_20728_NZ_CP110807	Pseudomonas_syringae_MUP20_20716_NZ_CP110808	Pseudomonas_syringae_MUP32_20727_NZ_CP110809	Pseudomonas_syringae_NCPPB_3871_5835_NZ_LKEN01000002	Pseudomonas_syringae_NZ45_6142_NZ_MTZF01000001	Pseudomonas_syringae_P108_12228_NZ_VLIA01000012	Pseudomonas_syringae_P121_12232_NZ_VLIE01000021	Pseudomonas_syringae_P78_12243_NZ_WJPU01000012	Pseudomonas_syringae_PA-1-11B_17691_NZ_WJYR01000030	Pseudomonas_syringae_PA-2-9E_17695_NZ_CP066265	Pseudomonas_syringae_PA-5-3F_17693_NZ_WKCY01000048	Pseudomonas_syringae_PA-5-3G_17692_NZ_WKCZ01000015	Pseudomonas_syringae_PsA1M246_17694_NZ_JAKMVN010000019	Pseudomonas_syringae_Pss9654_5872_NZ_MLES01000028	Pseudomonas_syringae_Pss9656_6144_NZ_MLEM01000010	Pseudomonas_syringae_Psy33_20718_NZ_CP036493	Pseudomonas_syringae_R1079_7297_NZ_NQWX01000016	Pseudomonas_syringae_RAYR-BL_17598_NZ_JAHZNS010000008	Pseudomonas_syringae_RMP66_6987_NZ_NHST01000045	Pseudomonas_syringae_SHV1866_17586_NZ_JAHARV010000001	Pseudomonas_syringae_SHV323_17590_NZ_JAHARZ010000001	Pseudomonas_syringae_SV1599_17591_NZ_JAHARU010000001	Pseudomonas_syringae_SV921_17588_NZ_JAHARY010000002	Pseudomonas_syringae_Sevgi_fide_PST_17555_NZ_JAEIKN010000010	Pseudomonas_syringae_StP26_17597_NZ_CP075880	Pseudomonas_syringae_Susan2139_17596_NZ_CP074578	Pseudomonas_syringae_Susan762_17594_NZ_CP074411	Pseudomonas_syringae_Tule1434_17592_NZ_JAHARX010000001	Pseudomonas_syringae_Tule230_17587_NZ_JAHARW010000001	Pseudomonas_syringae_U643_17595_NZ_CP074410	Pseudomonas_syringae_U888_17589_NZ_JAHASA010000001	Pseudomonas_syringae_UB303_12214_NZ_CP047267	Pseudomonas_syringae_UMAF0158_3878_NZ_CP005970	Pseudomonas_syringae_USA011_12213_NZ_CP045799	Pseudomonas_syringae_isolate_CFBP2118_5951_NZ_LT962481	Pseudomonas_syringae_isolate_CFBP3840_6707_NZ_LT963409	Pseudomonas_syringae_isolate_CFBP4215_6752_NZ_LT962480	Pseudomonas_syringae_isolate_CFBP6109_6963_NZ_LT963391	Pseudomonas_syringae_psy100_6403_NZ_MLEV01000005	Pseudomonas_syringae_pv_actinidiae_PSAAH01_20743_NZ_CP116478	Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M228_11439_NZ_CP032631	Pseudomonas_syringae_pv_actinidifoliorum_ICMP_18803_20753_NZ_CP081457	Pseudomonas_syringae_pv_aptata_G733_11468_NZ_RBOI01000041	Pseudomonas_syringae_pv_avellanae_ISPaVe037_292_NZ_JH951894	Pseudomonas_syringae_pv_avellanae_str_ISPaVe013_26105_NZ_JH951849	Pseudomonas_syringae_pv_cilantro_0788_9_3786_NZ_LGLN01000010	Pseudomonas_syringae_pv_dysoxyli_CFBP_2356_12226_NZ_VLHW01000015	Pseudomonas_syringae_pv_helianthi_LMG_5067_14836_NZ_CP092918	Pseudomonas_syringae_pv_lapsa_ATCC_10859_3811_NZ_CP013183	Pseudomonas_syringae_pv_lapsa_PslA1M171_17765_NZ_JAKMVE010000009	Pseudomonas_syringae_pv_maculicola_M4a_3822_NZ_LGLE01000004	Pseudomonas_syringae_pv_maculicola_YM7930_3817_NZ_LGLD01000029	Pseudomonas_syringae_pv_maculicola_str_ES4326_12204_NZ_CP047260	Pseudomonas_syringae_pv_papulans_PSP1_20741_NZ_JAFFRZ010000001	Pseudomonas_syringae_pv_syringae_2339_3881_NZ_LIHU01000021	Pseudomonas_syringae_pv_syringae_2340_3879_NZ_LIHT01000078	Pseudomonas_syringae_pv_syringae_41a_3079_NZ_JYHJ01000011	Pseudomonas_syringae_pv_syringae_529_11454_NZ_QPBJ01000022	Pseudomonas_syringae_pv_syringae_Alf3_2478_NZ_KL995102	Pseudomonas_syringae_pv_syringae_B301D_3084_NZ_CP005969	Pseudomonas_syringae_pv_syringae_B48_20739_NZ_CP125300	Pseudomonas_syringae_pv_syringae_B64_281_NZ_CM001763	Pseudomonas_syringae_pv_syringae_B728a_112_NC_007005	Pseudomonas_syringae_pv_syringae_EC33_20735_NZ_JAGSOX010000017	Pseudomonas_syringae_pv_syringae_HO7_20736_NZ_JARNIY010000011	Pseudomonas_syringae_pv_syringae_HS191_3083_NZ_CP006256	Pseudomonas_syringae_pv_syringae_Pss9644_17750_NZ_CP066263	Pseudomonas_syringae_pv_syringae_PssA1M140_20740_NZ_JAKMAG010000016	Pseudomonas_syringae_pv_syringae_PssA1M197_17707_NZ_JAKMVF010000007	Pseudomonas_syringae_pv_syringae_PssA1M201_17710_NZ_JAKMVI010000020	Pseudomonas_syringae_pv_syringae_PssA1M250_17721_NZ_JAKMVP010000021	Pseudomonas_syringae_pv_syringae_PssA1M262_17714_NZ_JAKMVV010000011	Pseudomonas_syringae_pv_syringae_S2_2_20738_NZ_JARNIX010000035	Pseudomonas_syringae_pv_syringae_SM_282_NZ_CM001986	Pseudomonas_syringae_pv_syringae_UMAF0176_17744_NZ_JAJPOK010000010	Pseudomonas_syringae_pv_syringae_UMAF0271_17740_NZ_JAJPOF010000013	Pseudomonas_syringae_pv_syringae_UMAF0297_17737_NZ_JAJPOD010000011	Pseudomonas_syringae_pv_syringae_UMAF1003_17741_NZ_JAJPOJ010000013	Pseudomonas_syringae_pv_syringae_UMAF1013_17734_NZ_JAJPOC010000013	Pseudomonas_syringae_pv_syringae_UMAF2016_17739_NZ_JAJPOG010000015	Pseudomonas_syringae_pv_syringae_UMAF2600_17732_NZ_JAJPOA010000013	Pseudomonas_syringae_pv_syringae_UMAF2801_17738_NZ_JAJPOH010000009	Pseudomonas_syringae_pv_syringae_UMAF2815_17736_NZ_JAJPNZ010000006	Pseudomonas_syringae_pv_syringae_UMAF3028_17702_NZ_JACTWB010000009	Pseudomonas_syringae_pv_syringae_UMAF7000_17735_NZ_JAJPNY010000012	Pseudomonas_syringae_pv_tagetis_ICMP_4091_14835_NZ_CP092923	Pseudomonas_syringae_pv_tomato_BRIP38746_11422_NZ_SNVG01000020	p1.G2	p12.A11	p12.E2	p12.G7	p13.C1	p13.D10	p13.F3	p20.D4	p20.F10	p20.G9	p21.A8	p21.E3	p21.F1	p21.F9	p22.A8	p22.B5	p22.C1	p22.D1	p22.D4	p23.A3	p23.B2	p23.B8	p24.B5	p24.H2	p25.A12	p25.B2	p25.C11	p25.C2	p25.D2	p26.B7	p26.D6	p26.E7	p27.D6	p27.F2	p3.A3	p3.F12	p3.F8	p3.G9	p4.A6	p4.D2	p4.E5	p4.E6	p5.C1	p5.C3	p5.D5	p5.H11	p6.B9	p7.G11	p8.B3	p8.B9	p8.C7	p8.E4	p8.H7
Pseudomonas_syringae_1188_1_11471_NZ_RBPG01000002	1845	1131	1152	0	0	0	0	447	384	533	355	0	0	0	1590	0	32	0	332	0	0	0	339	0	0	0	0	0	0	0	0	491	0	340	0	0	0	1246	481	0	403	332	0	2	0	0	0	402	127	0	582	266	847	403	340	520	33	0	434	371	351	2	340	0	433	351	340	0	2	0	0	0	0	350	339	436	220	0	2	2	24	266	520	512	1	0	53	0	403	0	0	0	0	0	0	1441	0	0	878	665	1246	0	0	0	0	434	335	0	878	0	434	0	0	460	443	326	0	245	0	0	460	0	530	0	53	0	11	0	11	11	11	11	11	11	0	0	0	11	11	0	11	11	11	0	11	11	11	11	11	0	11	11	0	11	11	11	11	11	0	11	11	11	11	11	11	11	11	11	0	11	11	11	11	11	11	11	11	11	0
Pseudomonas_syringae_1845_4123_NZ_LYUP01000021	1131	1845	1282	0	0	0	0	269	218	433	302	0	0	0	1100	0	32	0	287	0	0	0	401	0	0	0	0	0	0	0	0	395	0	273	0	0	0	1081	464	0	327	330	0	12	0	0	0	238	127	0	457	416	823	327	273	450	25	0	278	242	413	26	273	0	268	413	273	0	26	0	0	0	0	359	401	382	291	0	12	12	12	416	450	388	12	0	39	0	330	0	0	0	0	0	0	1079	0	0	796	559	1181	0	0	0	0	333	328	0	796	0	333	0	0	598	604	486	0	375	0	0	598	0	639	0	39	0	16	0	16	16	16	16	13	11	0	0	0	16	13	0	16	16	16	0	16	11	11	11	16	5	11	11	0	11	11	16	16	11	5	16	11	11	16	16	11	13	16	16	0	16	13	11	16	11	11	13	11	11	5
Pseudomonas_syringae_2507_4122_NZ_LYUO01000008	1152	1282	1845	0	0	0	0	355	282	498	369	0	0	0	1007	0	32	0	362	0	0	0	367	0	0	0	0	0	0	0	0	449	0	373	0	0	0	1016	541	0	419	453	0	12	0	0	0	372	75	0	550	366	765	419	373	543	30	0	354	342	398	26	373	0	403	398	373	0	26	0	0	0	0	372	367	437	258	0	12	12	12	366	543	456	1	0	53	0	446	0	0	0	0	0	0	1139	0	0	743	601	1716	0	0	0	0	441	341	0	743	0	441	0	0	534	514	410	0	358	0	0	534	0	583	0	53	0	16	0	16	16	16	16	13	11	0	0	0	16	13	0	16	16	16	0	16	11	11	11	16	5	11	11	0	11	11	16	16	11	5	16	11	11	16	16	11	13	16	16	0	16	13	11	16	11	11	13	11	11	5
Pseudomonas_syringae_260-02_11495_NZ_MLFM01000009	0	0	0	1560	101	101	191	0	0	0	0	55	23	69	0	0	0	51	0	1319	0	132	0	1529	303	55	115	115	83	83	23	0	92	0	69	115	51	0	0	118	0	0	23	0	68	69	1529	0	0	66	0	0	0	0	0	0	0	1466	0	0	0	89	0	68	0	0	0	131	89	68	101	23	101	0	0	0	0	23	0	0	0	0	0	0	0	23	0	15	0	0	0	0	0	101	101	0	87	131	0	0	0	153	115	87	132	0	0	87	0	101	0	87	131	0	0	0	23	0	23	23	0	1356	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_syringae_2675C_6916_NZ_MLEX01000022	0	0	0	101	1359	1359	108	0	0	0	0	231	55	217	0	0	0	107	0	44	69	231	0	101	113	231	276	276	247	247	77	0	247	0	217	276	107	0	0	245	0	0	55	0	96	217	101	0	0	138	0	0	0	0	0	0	0	87	0	0	0	96	0	96	0	0	0	110	96	96	1238	55	1204	0	0	0	0	77	0	0	0	0	0	0	0	55	0	1	0	0	15	15	38	1238	1328	0	1296	110	0	0	0	244	276	1175	231	0	0	1175	0	1238	0	1227	110	0	0	0	55	0	55	55	0	40	0	108	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_syringae_2676C_6925_NZ_MLEY01000018	0	0	0	101	1359	1359	108	0	0	0	0	231	55	217	0	0	0	107	0	44	69	231	0	101	113	231	276	276	247	247	77	0	247	0	217	276	107	0	0	245	0	0	55	0	96	217	101	0	0	138	0	0	0	0	0	0	0	87	0	0	0	96	0	96	0	0	0	110	96	96	1238	55	1204	0	0	0	0	77	0	0	0	0	0	0	0	55	0	1	0	0	15	15	38	1238	1328	0	1296	110	0	0	0	244	276	1175	231	0	0	1175	0	1238	0	1227	110	0	0	0	55	0	55	55	0	40	0	108	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_syringae_31R1_5320_NZ_LT629769	0	0	0	191	108	108	1356	0	0	0	0	293	825	225	0	0	0	27	0	123	6	234	0	191	108	293	237	237	225	225	320	0	245	0	225	237	27	0	0	302	0	0	825	0	43	225	191	0	0	39	0	0	0	0	0	0	0	182	0	0	0	52	0	43	0	0	0	52	52	43	108	825	106	0	0	0	0	320	0	0	0	0	0	0	0	825	0	11	0	0	0	0	667	108	108	0	108	52	0	0	0	328	237	108	234	0	0	108	0	108	0	106	52	0	0	0	825	0	825	825	0	370	0	1294	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_syringae_44527_20732_NZ_JARNJB010000018	447	269	355	0	0	0	0	1503	1347	369	849	0	0	0	484	0	32	0	727	0	0	0	156	0	0	0	0	0	0	0	0	288	0	814	0	0	0	305	292	0	931	775	0	20	0	0	0	1368	33	0	346	195	237	931	814	338	30	0	958	845	839	2	806	0	1337	839	814	0	2	0	0	0	0	252	156	373	156	0	20	20	20	195	338	311	1	0	71	0	877	0	0	0	0	0	0	509	0	0	237	269	472	0	0	0	0	329	237	0	237	0	329	0	0	195	165	195	0	195	0	0	195	0	195	0	82	0	11	0	11	11	11	11	11	11	0	0	0	11	11	0	11	11	11	0	11	11	11	11	11	0	11	11	0	11	11	11	11	11	0	11	11	11	11	11	11	11	11	11	0	11	11	11	11	11	11	11	11	11	0
Pseudomonas_syringae_5264_5873_NZ_NBAQ01000017	384	218	282	0	0	0	0	1347	1503	320	826	0	0	0	399	0	29	0	883	0	0	0	156	0	0	0	0	0	0	0	0	444	0	970	0	0	0	318	386	0	837	850	0	20	0	0	0	1276	59	0	359	188	240	837	970	351	8	0	921	1001	782	2	962	0	1307	782	970	0	2	0	0	0	0	255	156	275	156	0	20	20	20	188	351	324	0	0	76	0	845	0	0	0	0	0	0	477	0	0	240	214	399	0	0	0	0	336	240	0	240	0	336	0	0	188	172	188	0	188	0	0	188	0	188	0	87	0	11	0	11	11	11	11	11	11	0	0	0	11	11	0	11	11	11	0	11	11	11	11	11	0	11	11	0	11	11	11	11	11	0	11	11	11	11	11	11	11	11	11	0	11	11	11	11	11	11	11	11	11	0
Pseudomonas_syringae_7928A_6990_NZ_NBAL01000010	533	433	498	0	0	0	0	369	320	1848	393	0	0	0	500	0	32	0	397	0	0	0	256	0	0	0	0	0	0	0	0	751	0	378	0	0	0	779	664	0	363	308	0	2	0	0	0	343	80	0	820	340	472	363	378	1006	43	0	356	347	311	26	378	0	312	311	378	0	26	0	0	0	0	513	256	604	449	0	2	2	6	340	1006	1660	18	0	49	0	427	0	0	0	0	0	0	501	0	0	458	442	466	0	0	0	0	617	507	0	458	0	617	0	0	335	359	764	0	375	0	0	335	0	314	0	49	0	16	0	16	16	16	16	13	11	0	0	0	16	13	0	16	16	16	0	16	11	11	11	16	5	11	11	0	11	11	16	16	11	5	16	11	11	16	16	11	13	16	16	0	16	13	11	16	11	11	13	11	11	5
Pseudomonas_syringae_BIM_B-268_17583_NZ_CP068034	355	302	369	0	0	0	0	849	826	393	1503	0	0	0	320	0	32	0	1048	0	0	0	189	0	0	0	0	0	0	0	0	388	0	1129	0	0	0	398	296	0	1080	1025	0	2	0	0	0	873	22	0	422	218	306	1080	1129	424	33	0	1122	1098	1064	8	1098	0	904	1064	1129	0	8	0	0	0	0	337	189	387	192	0	2	2	1	218	424	418	18	0	54	0	1214	0	0	0	0	0	0	427	0	0	306	284	390	0	0	0	0	390	306	0	306	0	390	0	0	218	190	218	0	218	0	0	218	0	218	0	62	0	11	0	11	11	11	11	11	11	0	0	0	11	11	0	11	11	11	0	11	11	11	11	11	0	11	11	0	11	11	11	11	11	0	11	11	11	11	11	11	11	11	11	0	11	11	11	11	11	11	11	11	11	0
Pseudomonas_syringae_BRIP34881_444_NZ_KB316543	0	0	0	55	231	231	293	0	0	0	0	1293	243	882	0	0	0	197	0	31	9	882	0	55	89	1293	837	837	837	837	71	0	876	0	882	837	197	0	0	1293	0	0	243	0	222	882	55	0	0	161	0	0	0	0	0	0	0	55	0	0	0	222	0	222	0	0	0	222	222	222	243	243	243	0	0	0	0	71	0	0	0	0	0	0	0	243	0	0	0	0	7	7	180	243	231	0	231	222	0	0	0	508	868	243	882	0	0	243	0	231	0	231	222	0	0	0	243	0	243	243	0	41	0	279	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
